*******************************************************************************
JPL/HORIZONS                  1 Ceres (A801 AA)            2021-May-29 11:14:24
Rec #:       1 (+COV) Soln.date: 2021-Apr-13_11:04:44   # obs: 1075 (1995-2021)
 
IAU76/J2000 helio. ecliptic osc. elements (au, days, deg., period=Julian yrs):
 
  EPOCH=  2458849.5 ! 2020-Jan-01.00 (TDB)         Residual RMS= .24563
   EC= .07687465013145245  QR= 2.556401146697176   TP= 2458240.1791309435
   OM= 80.3011901917491    W=  73.80896808746482   IN= 10.59127767086216
   A= 2.769289292143484    MA= 130.3159688200986   ADIST= 2.982177437589792
   PER= 4.60851            N= .213870839           ANGMOM= .028541613
   DAN= 2.69515            DDN= 2.81323            L= 153.8445988
   B= 10.1666388           MOID= 1.59231997        TP= 2018-May-01.6791309435
 
Asteroid physical parameters (km, seconds, rotational period in hours):
   GM= 62.6284             RAD= 469.7              ROTPER= 9.07417
   H= 3.53                 G= .120                 B-V= .713
                           ALBEDO= .090            STYP= C
 
ASTEROID comments: 
1: soln ref.= JPL#48, OCC=0           radar(60 delay, 0 Dop.)
2: source=ORB
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Sat May 29 11:14:24 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: 1 Ceres (A801 AA)               {source: JPL#48}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2019-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2021-Dec-31 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)                                                  
Small perturbers: Yes                             {source: SB441-N16}
Output units    : KM-S
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
Initial IAU76/J2000 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2458849.5 ! 2020-Jan-01.00 (TDB)         Residual RMS= .24563        
   EC= .07687465013145245  QR= 2.556401146697176   TP= 2458240.1791309435      
   OM= 80.3011901917491    W=  73.80896808746482   IN= 10.59127767086216       
  Equivalent ICRF heliocentric cartesian coordinates (au, au/d):
   X= 1.007608869613381E+00  Y=-2.390064275223502E+00  Z=-1.332124522752402E+00
  VX= 9.201724467227128E-03 VY= 3.370381135398406E-03 VZ=-2.850337057661093E-04
Asteroid physical parameters (km, seconds, rotational period in hours):        
   GM= 62.6284             RAD= 469.7              ROTPER= 9.07417             
   H= 3.53                 G= .120                 B-V= .713                   
                           ALBEDO= .090            STYP= C                     
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2458724.500000000, A.D. 2019-Aug-29 00:00:00.0000, -3.043888943379379E+07, -4.217728521302418E+08, -7.784213337817818E+06,  1.699904957372024E+01, -2.424842037246789E+00, -3.212546914150437E+00,
2458725.500000000, A.D. 2019-Aug-30 00:00:00.0000, -2.896997994978087E+07, -4.219796149906785E+08, -8.061726116656393E+06,  1.700344736058202E+01, -2.361338349095460E+00, -3.211353193905296E+00,
2458726.500000000, A.D. 2019-Aug-31 00:00:00.0000, -2.750070019144254E+07, -4.221808919367892E+08, -8.339133994167596E+06,  1.700762078787579E+01, -2.297853404740863E+00, -3.210118655715466E+00,
2458727.500000000, A.D. 2019-Sep-01 00:00:00.0000, -2.603106953066254E+07, -4.223766846204114E+08, -8.616433447062373E+06,  1.701157015180597E+01, -2.234387953129949E+00, -3.208843377897204E+00,
2458728.500000000, A.D. 2019-Sep-02 00:00:00.0000, -2.456110731365423E+07, -4.225669947579772E+08, -8.893620958829612E+06,  1.701529575038757E+01, -2.170942740566663E+00, -3.207527439022509E+00,
2458729.500000000, A.D. 2019-Sep-03 00:00:00.0000, -2.309083286080484E+07, -4.227518241302859E+08, -9.170693019757032E+06,  1.701879788342859E+01, -2.107518510715272E+00, -3.206170917915938E+00,
2458730.500000000, A.D. 2019-Sep-04 00:00:00.0000, -2.162026546652142E+07, -4.229311745822751E+08, -9.447646126954257E+06,  1.702207685251240E+01, -2.044116004603755E+00, -3.204773893651442E+00,
2458731.500000000, A.D. 2019-Sep-05 00:00:00.0000, -2.014942439907811E+07, -4.231050480227934E+08, -9.724476784373283E+06,  1.702513296098028E+01, -1.980735960627261E+00, -3.203336445549220E+00,
2458732.500000000, A.D. 2019-Sep-06 00:00:00.0000, -1.867832890046507E+07, -4.232734464243734E+08, -1.000118150282985E+07,  1.702796651391394E+01, -1.917379114551693E+00, -3.201858653172590E+00,
2458733.500000000, A.D. 2019-Sep-07 00:00:00.0000, -1.720699818623882E+07, -4.234363718230044E+08, -1.027775680002451E+07,  1.703057781811822E+01, -1.854046199517399E+00, -3.200340596324877E+00,
2458734.500000000, A.D. 2019-Sep-08 00:00:00.0000, -1.573545144537416E+07, -4.235938263179055E+08, -1.055419920056295E+07,  1.703296718210385E+01, -1.790737946042904E+00, -3.198782355046315E+00,
2458735.500000000, A.D. 2019-Sep-09 00:00:00.0000, -1.426370784011744E+07, -4.237458120712996E+08, -1.083050523597661E+07,  1.703513491607031E+01, -1.727455082028885E+00, -3.197184009610981E+00,
2458736.500000000, A.D. 2019-Sep-10 00:00:00.0000, -1.279178650584146E+07, -4.238923313081872E+08, -1.110667144474235E+07,  1.703708133188874E+01, -1.664198332761971E+00, -3.195545640523730E+00,
2458737.500000000, A.D. 2019-Sep-11 00:00:00.0000, -1.131970655090175E+07, -4.240333863161212E+08, -1.138269437230283E+07,  1.703880674308498E+01, -1.600968420918882E+00, -3.193867328517159E+00,
2458738.500000000, A.D. 2019-Sep-12 00:00:00.0000, -9.847487056494338E+06, -4.241689794449804E+08, -1.165857057108545E+07,  1.704031146482273E+01, -1.537766066570466E+00, -3.192149154548590E+00,
2458739.500000000, A.D. 2019-Sep-13 00:00:00.0000, -8.375147076514933E+06, -4.242991131067459E+08, -1.193429660052204E+07,  1.704159581388666E+01, -1.474591987186194E+00, -3.190391199797058E+00,
2458740.500000000, A.D. 2019-Sep-14 00:00:00.0000, -6.902705637419647E+06, -4.244237897752759E+08, -1.220986902706787E+07,  1.704266010866585E+01, -1.411446897638052E+00, -3.188593545660347E+00,
2458741.500000000, A.D. 2019-Sep-15 00:00:00.0000, -5.430181738087058E+06, -4.245430119860812E+08, -1.248528442422009E+07,  1.704350466913716E+01, -1.348331510205099E+00, -3.186756273752009E+00,
2458742.500000000, A.D. 2019-Sep-16 00:00:00.0000, -3.957594349681732E+06, -4.246567823361018E+08, -1.276053937253678E+07,  1.704412981684856E+01, -1.285246534578176E+00, -3.184879465898419E+00,
2458743.500000000, A.D. 2019-Sep-17 00:00:00.0000, -2.484962415519225E+06, -4.247651034834834E+08, -1.303563045965463E+07,  1.704453587490296E+01, -1.222192677864057E+00, -3.182963204135865E+00,
2458744.500000000, A.D. 2019-Sep-18 00:00:00.0000, -1.012304850932412E+06, -4.248679781473544E+08, -1.331055428030723E+07,  1.704472316794176E+01, -1.159170644590307E+00, -3.181007570707624E+00,
2458745.500000000, A.D. 2019-Sep-19 00:00:00.0000,  4.603594568607134E+05, -4.249654091076025E+08, -1.358530743634319E+07,  1.704469202212871E+01, -1.096181136709894E+00, -3.179012648061085E+00,
2458746.500000000, A.D. 2019-Sep-20 00:00:00.0000,  1.933011648887932E+06, -4.250573992046539E+08, -1.385988653674284E+07,  1.704444276513346E+01, -1.033224853606217E+00, -3.176978518844857E+00,
2458747.500000000, A.D. 2019-Sep-21 00:00:00.0000,  3.405632894552121E+06, -4.251439513392500E+08, -1.413428819763622E+07,  1.704397572611600E+01, -9.703024920976400E-01, -3.174905265905952E+00,
2458748.500000000, A.D. 2019-Sep-22 00:00:00.0000,  4.878204391759397E+06, -4.252250684722273E+08, -1.440850904231963E+07,  1.704329123571034E+01, -9.074147464426507E-01, -3.172792972286929E+00,
2458749.500000000, A.D. 2019-Sep-23 00:00:00.0000,  6.350707367045729E+06, -4.253007536242955E+08, -1.468254570127273E+07,  1.704238962600897E+01, -8.445623083448954E-01, -3.170641721223095E+00,
2458750.500000000, A.D. 2019-Sep-24 00:00:00.0000,  7.823123075702414E+06, -4.253710098758171E+08, -1.495639481217498E+07,  1.704127123054644E+01, -7.817458669580493E-01, -3.168451596139686E+00,
2458751.500000000, A.D. 2019-Sep-25 00:00:00.0000,  9.295432801899774E+06, -4.254358403665878E+08, -1.523005301992181E+07,  1.703993638428448E+01, -7.189661088913113E-01, -3.166222680649129E+00,
2458752.500000000, A.D. 2019-Sep-26 00:00:00.0000,  1.076761785880995E+07, -4.254952482956168E+08, -1.550351697664064E+07,  1.703838542359593E+01, -6.562237182144520E-01, -3.163955058548264E+00,
2458753.500000000, A.D. 2019-Sep-27 00:00:00.0000,  1.223965958872808E+07, -4.255492369209068E+08, -1.577678334170699E+07,  1.703661868624933E+01, -5.935193764631786E-01, -3.161648813815611E+00,
2458754.500000000, A.D. 2019-Sep-28 00:00:00.0000,  1.371153936319223E+07, -4.255978095592364E+08, -1.604984878175971E+07,  1.703463651139364E+01, -5.308537626448624E-01, -3.159304030608656E+00,
2458755.500000000, A.D. 2019-Sep-29 00:00:00.0000,  1.518323858310210E+07, -4.256409695859414E+08, -1.632270997071671E+07,  1.703243923954241E+01, -4.682275532425129E-01, -3.156920793261158E+00,
2458756.500000000, A.D. 2019-Sep-30 00:00:00.0000,  1.665473867883608E+07, -4.256787204346966E+08, -1.659536358978963E+07,  1.703002721255919E+01, -4.056414222224232E-01, -3.154499186280461E+00,
2458757.500000000, A.D. 2019-Oct-01 00:00:00.0000,  1.812602111036736E+07, -4.257110655972992E+08, -1.686780632749909E+07,  1.702740077364200E+01, -3.430960410383825E-01, -3.152039294344842E+00,
2458758.500000000, A.D. 2019-Oct-02 00:00:00.0000,  1.959706736737857E+07, -4.257380086234514E+08, -1.714003487968910E+07,  1.702456026730832E+01, -2.805920786376337E-01, -3.149541202300872E+00,
2458759.500000000, A.D. 2019-Oct-03 00:00:00.0000,  2.106785896937514E+07, -4.257595531205445E+08, -1.741204594954181E+07,  1.702150603937986E+01, -2.181302014669610E-01, -3.147004995160784E+00,
2458760.500000000, A.D. 2019-Oct-04 00:00:00.0000,  2.253837746579716E+07, -4.257757027534435E+08, -1.768383624759108E+07,  1.701823843696870E+01, -1.557110734767551E-01, -3.144430758099920E+00,
2458761.500000000, A.D. 2019-Oct-05 00:00:00.0000,  2.400860443613055E+07, -4.257864612442702E+08, -1.795540249173725E+07,  1.701475780846103E+01, -9.333535612917099E-02, -3.141818576454085E+00,
2458762.500000000, A.D. 2019-Oct-06 00:00:00.0000,  2.547852149001627E+07, -4.257918323721901E+08, -1.822674140726039E+07,  1.701106450350333E+01, -3.100370840250366E-02, -3.139168535717030E+00,
2458763.500000000, A.D. 2019-Oct-07 00:00:00.0000,  2.694811026735866E+07, -4.257918199731969E+08, -1.849784972683388E+07,  1.700715887298753E+01,  3.128321320258221E-02, -3.136480721537902E+00,
2458764.500000000, A.D. 2019-Oct-08 00:00:00.0000,  2.841735243843241E+07, -4.257864279398993E+08, -1.876872419053796E+07,  1.700304126903647E+01,  9.352475465711274E-02, -3.133755219718720E+00,
2458765.500000000, A.D. 2019-Oct-09 00:00:00.0000,  2.988622970398836E+07, -4.257756602213079E+08, -1.903936154587251E+07,  1.699871204498898E+01,  1.557202643980420E-01, -3.130992116211891E+00,
2458766.500000000, A.D. 2019-Oct-10 00:00:00.0000,  3.135472379535756E+07, -4.257595208226213E+08, -1.930975854777032E+07,  1.699417155538778E+01,  2.178690933210969E-01, -3.128191497117665E+00,
2458767.500000000, A.D. 2019-Oct-11 00:00:00.0000,  3.282281647455529E+07, -4.257380138050154E+08, -1.957991195860928E+07,  1.698942015596186E+01,  2.799705947763702E-01, -3.125353448681767E+00,
2458768.500000000, A.D. 2019-Oct-12 00:00:00.0000,  3.429048953438251E+07, -4.257111432854305E+08, -1.984981854822528E+07,  1.698445820361442E+01,  3.420241245611155E-01, -3.122478057292899E+00,
2458769.500000000, A.D. 2019-Oct-13 00:00:00.0000,  3.575772479852683E+07, -4.256789134363604E+08, -2.011947509392434E+07,  1.697928605640837E+01,  4.040290409138254E-01, -3.119565409480328E+00,
2458770.500000000, A.D. 2019-Oct-14 00:00:00.0000,  3.722450412166205E+07, -4.256413284856426E+08, -2.038887838049442E+07,  1.697390407355235E+01,  4.659847045090362E-01, -3.116615591911595E+00,
2458771.500000000, A.D. 2019-Oct-15 00:00:00.0000,  3.869080938954666E+07, -4.255983927162461E+08, -2.065802520021743E+07,  1.696831261538653E+01,  5.278904784463756E-01, -3.113628691389635E+00,
2458772.500000000, A.D. 2019-Oct-16 00:00:00.0000,  4.015662251912086E+07, -4.255501104660645E+08, -2.092691235288110E+07,  1.696251204336930E+01,  5.897457282509810E-01, -3.110604794851126E+00,
2458773.500000000, A.D. 2019-Oct-17 00:00:00.0000,  4.162192545860271E+07, -4.254964861277049E+08, -2.119553664578992E+07,  1.695650272006322E+01,  6.515498218628915E-01, -3.107543989363694E+00,
2458774.500000000, A.D. 2019-Oct-18 00:00:00.0000,  4.308670018758285E+07, -4.254375241482812E+08, -2.146389489377654E+07,  1.695028500912152E+01,  7.133021296315940E-01, -3.104446362123687E+00,
2458775.500000000, A.D. 2019-Oct-19 00:00:00.0000,  4.455092871711805E+07, -4.253732290292040E+08, -2.173198391921315E+07,  1.694385927527519E+01,  7.750020243098101E-01, -3.101312000454006E+00,
2458776.500000000, A.D. 2019-Oct-20 00:00:00.0000,  4.601459308982436E+07, -4.253036053259754E+08, -2.199980055202177E+07,  1.693722588431644E+01,  8.366488810457428E-01, -3.098140991801169E+00,
2458777.500000000, A.D. 2019-Oct-21 00:00:00.0000,  4.747767537996721E+07, -4.252286576479812E+08, -2.226734162968510E+07,  1.693038520308946E+01,  8.982420773781349E-01, -3.094933423733878E+00,
2458778.500000000, A.D. 2019-Oct-22 00:00:00.0000,  4.894015769355246E+07, -4.251483906582847E+08, -2.253460399725714E+07,  1.692333759947475E+01,  9.597809932287023E-01, -3.091689383940276E+00,
2458779.500000000, A.D. 2019-Oct-23 00:00:00.0000,  5.040202216841515E+07, -4.250628090734212E+08, -2.280158450737298E+07,  1.691608344237630E+01,  1.021265010895658E+00, -3.088408960225781E+00,
2458780.500000000, A.D. 2019-Oct-24 00:00:00.0000,  5.186325097430725E+07, -4.249719176631932E+08, -2.306828002025923E+07,  1.690862310170893E+01,  1.082693515046353E+00, -3.085092240510970E+00,
2458781.500000000, A.D. 2019-Oct-25 00:00:00.0000,  5.332382631298482E+07, -4.248757212504660E+08, -2.333468740374365E+07,  1.690095694838286E+01,  1.144065892713825E+00, -3.081739312828808E+00,
2458782.500000000, A.D. 2019-Oct-26 00:00:00.0000,  5.478373041829290E+07, -4.247742247109629E+08, -2.360080353326502E+07,  1.689308535429390E+01,  1.205381533285447E+00, -3.078350265323198E+00,
2458783.500000000, A.D. 2019-Oct-27 00:00:00.0000,  5.624294555625046E+07, -4.246674329730629E+08, -2.386662529188216E+07,  1.688500869230852E+01,  1.266639828498935E+00, -3.074925186246320E+00,
2458784.500000000, A.D. 2019-Oct-28 00:00:00.0000,  5.770145402513363E+07, -4.245553510175973E+08, -2.413214957028377E+07,  1.687672733625136E+01,  1.327840172434954E+00, -3.071464163956545E+00,
2458785.500000000, A.D. 2019-Oct-29 00:00:00.0000,  5.915923815555791E+07, -4.244379838776483E+08, -2.439737326679704E+07,  1.686824166089245E+01,  1.388981961510520E+00, -3.067967286916257E+00,
2458786.500000000, A.D. 2019-Oct-30 00:00:00.0000,  6.061628031055932E+07, -4.243153366383467E+08, -2.466229328739661E+07,  1.685955204193465E+01,  1.450064594472720E+00, -3.064434643689668E+00,
2458787.500000000, A.D. 2019-Oct-31 00:00:00.0000,  6.207256288567445E+07, -4.241874144366709E+08, -2.492690654571378E+07,  1.685065885600068E+01,  1.511087472391307E+00, -3.060866322940683E+00,
2458788.500000000, A.D. 2019-Nov-01 00:00:00.0000,  6.352806830901933E+07, -4.240542224612473E+08, -2.519120996304440E+07,  1.684156248062065E+01,  1.572049998652226E+00, -3.057262413430758E+00,
2458789.500000000, A.D. 2019-Nov-02 00:00:00.0000,  6.498277904136755E+07, -4.239157659521497E+08, -2.545520046835729E+07,  1.683226329421885E+01,  1.632951578951058E+00, -3.053623004016691E+00,
2458790.500000000, A.D. 2019-Nov-03 00:00:00.0000,  6.643667757622638E+07, -4.237720502007002E+08, -2.571887499830294E+07,  1.682276167610486E+01,  1.693791621285200E+00, -3.049948183648865E+00,
2458791.500000000, A.D. 2019-Nov-04 00:00:00.0000,  6.788974643991345E+07, -4.236230805492707E+08, -2.598223049722067E+07,  1.681305800645607E+01,  1.754569535948714E+00, -3.046238041368626E+00,
2458792.500000000, A.D. 2019-Nov-05 00:00:00.0000,  6.934196819163081E+07, -4.234688623910850E+08, -2.624526391714722E+07,  1.680315266630875E+01,  1.815284735524723E+00, -3.042492666306510E+00,
2458793.500000000, A.D. 2019-Nov-06 00:00:00.0000,  7.079332542353866E+07, -4.233094011700207E+08, -2.650797221782374E+07,  1.679304603754525E+01,  1.875936634878838E+00, -3.038712147680099E+00,
2458794.500000000, A.D. 2019-Nov-07 00:00:00.0000,  7.224380076082794E+07, -4.231447023804129E+08, -2.677035236670354E+07,  1.678273850288231E+01,  1.936524651152120E+00, -3.034896574792017E+00,
2458795.500000000, A.D. 2019-Nov-08 00:00:00.0000,  7.369337686179197E+07, -4.229747715668575E+08, -2.703240133895931E+07,  1.677223044585898E+01,  1.997048203754666E+00, -3.031046037027822E+00,
2458796.500000000, A.D. 2019-Nov-09 00:00:00.0000,  7.514203641789690E+07, -4.227996143240157E+08, -2.729411611749008E+07,  1.676152225082491E+01,  2.057506714358803E+00, -3.027160623853999E+00,
2458797.500000000, A.D. 2019-Nov-10 00:00:00.0000,  7.658976215385130E+07, -4.226192362964190E+08, -2.755549369292831E+07,  1.675061430292907E+01,  2.117899606892611E+00, -3.023240424815896E+00,
2458798.500000000, A.D. 2019-Nov-11 00:00:00.0000,  7.803653682767475E+07, -4.224336431782736E+08, -2.781653106364641E+07,  1.673950698810684E+01,  2.178226307531915E+00, -3.019285529535917E+00,
2458799.500000000, A.D. 2019-Nov-12 00:00:00.0000,  7.948234323076524E+07, -4.222428407132676E+08, -2.807722523576355E+07,  1.672820069307060E+01,  2.238486244695441E+00, -3.015296027711261E+00,
2458800.500000000, A.D. 2019-Nov-13 00:00:00.0000,  8.092716418796580E+07, -4.220468346943775E+08, -2.833757322315174E+07,  1.671669580529725E+01,  2.298678849036822E+00, -3.011272009112127E+00,
2458801.500000000, A.D. 2019-Nov-14 00:00:00.0000,  8.237098255763011E+07, -4.218456309636744E+08, -2.859757204744244E+07,  1.670499271301738E+01,  2.358803553438169E+00, -3.007213563579727E+00,
2458802.500000000, A.D. 2019-Nov-15 00:00:00.0000,  8.381378123168711E+07, -4.216392354121328E+08, -2.885721873803204E+07,  1.669309180520399E+01,  2.418859793003457E+00, -3.003120781024385E+00,
2458803.500000000, A.D. 2019-Nov-16 00:00:00.0000,  8.525554313570479E+07, -4.214276539794381E+08, -2.911651033208847E+07,  1.668099347156182E+01,  2.478847005051692E+00, -2.998993751423584E+00,
2458804.500000000, A.D. 2019-Nov-17 00:00:00.0000,  8.669625122895271E+07, -4.212108926537961E+08, -2.937544387455627E+07,  1.666869810251644E+01,  2.538764629110268E+00, -2.994832564820094E+00,
2458805.500000000, A.D. 2019-Nov-18 00:00:00.0000,  8.813588850446405E+07, -4.209889574717422E+08, -2.963401641816270E+07,  1.665620608920368E+01,  2.598612106908268E+00, -2.990637311320091E+00,
2458806.500000000, A.D. 2019-Nov-19 00:00:00.0000,  8.957443798909639E+07, -4.207618545179517E+08, -2.989222502342257E+07,  1.664351782345910E+01,  2.658388882369638E+00, -2.986408081091316E+00,
2458807.500000000, A.D. 2019-Nov-20 00:00:00.0000,  9.101188274359182E+07, -4.205295899250501E+08, -3.015006675864398E+07,  1.663063369780758E+01,  2.718094401606534E+00, -2.982144964361235E+00,
2458808.500000000, A.D. 2019-Nov-21 00:00:00.0000,  9.244820586263587E+07, -4.202921698734245E+08, -3.040753869993314E+07,  1.661755410545315E+01,  2.777728112912378E+00, -2.977848051415252E+00,
2458809.500000000, A.D. 2019-Nov-22 00:00:00.0000,  9.388339047491601E+07, -4.200496005910358E+08, -3.066463793119931E+07,  1.660427944026888E+01,  2.837289466755072E+00, -2.973517432594912E+00,
2458810.500000000, A.D. 2019-Nov-23 00:00:00.0000,  9.531741974317876E+07, -4.198018883532305E+08, -3.092136154415965E+07,  1.659081009678693E+01,  2.896777915769993E+00, -2.969153198296159E+00,
2458811.500000000, A.D. 2019-Nov-24 00:00:00.0000,  9.675027686428639E+07, -4.195490394825537E+08, -3.117770663834396E+07,  1.657714647018888E+01,  2.956192914752709E+00, -2.964755438967619E+00,
2458812.500000000, A.D. 2019-Nov-25 00:00:00.0000,  9.818194506927264E+07, -4.192910603485638E+08, -3.143367032109877E+07,  1.656328895629540E+01,  3.015533920652799E+00, -2.960324245108814E+00,
2458813.500000000, A.D. 2019-Nov-26 00:00:00.0000,  9.961240762339734E+07, -4.190279573676458E+08, -3.168924970759207E+07,  1.654923795155760E+01,  3.074800392565239E+00, -2.955859707268605E+00,
2458814.500000000, A.D. 2019-Nov-27 00:00:00.0000,  1.010416478262005E+08, -4.187597370028260E+08, -3.194444192081723E+07,  1.653499385304691E+01,  3.133991791723973E+00, -2.951361916043457E+00,
2458815.500000000, A.D. 2019-Nov-28 00:00:00.0000,  1.024696490115559E+08, -4.184864057635883E+08, -3.219924409159735E+07,  1.652055705844587E+01,  3.193107581494212E+00, -2.946830962075826E+00,
2458816.500000000, A.D. 2019-Nov-29 00:00:00.0000,  1.038963945477226E+08, -4.182079702056901E+08, -3.245365335858870E+07,  1.650592796603879E+01,  3.252147227365075E+00, -2.942266936052548E+00,
2458817.500000000, A.D. 2019-Nov-30 00:00:00.0000,  1.053218678373976E+08, -4.179244369309789E+08, -3.270766686828497E+07,  1.649110697470251E+01,  3.311110196942019E+00, -2.937669928703246E+00,
2458818.500000000, A.D. 2019-Dec-01 00:00:00.0000,  1.067460523177659E+08, -4.176358125872100E+08, -3.296128177502060E+07,  1.647609448389728E+01,  3.369995959939090E+00, -2.933040030798768E+00,
2458819.500000000, A.D. 2019-Dec-02 00:00:00.0000,  1.081689314605508E+08, -4.173421038678646E+08, -3.321449524097437E+07,  1.646089089365761E+01,  3.428803988171284E+00, -2.928377333149648E+00,
2458820.500000000, A.D. 2019-Dec-03 00:00:00.0000,  1.095904887720631E+08, -4.170433175119686E+08, -3.346730443617263E+07,  1.644549660458279E+01,  3.487533755545989E+00, -2.923681926604590E+00,
2458821.500000000, A.D. 2019-Dec-04 00:00:00.0000,  1.110107077932492E+08, -4.167394603039122E+08, -3.371970653849295E+07,  1.642991201783045E+01,  3.546184738058313E+00, -2.918953902048925E+00,
2458822.500000000, A.D. 2019-Dec-05 00:00:00.0000,  1.124295720997396E+08, -4.164305390732697E+08, -3.397169873366648E+07,  1.641413753510382E+01,  3.604756413778402E+00, -2.914193350403196E+00,
2458823.500000000, A.D. 2019-Dec-06 00:00:00.0000,  1.138470653018952E+08, -4.161165606946208E+08, -3.422327821528181E+07,  1.639817355864537E+01,  3.663248262846683E+00, -2.909400362621644E+00,
2458824.500000000, A.D. 2019-Dec-07 00:00:00.0000,  1.152631710448534E+08, -4.157975320873719E+08, -3.447444218478712E+07,  1.638202049122728E+01,  3.721659767464919E+00, -2.904575029690787E+00,
2458825.500000000, A.D. 2019-Dec-08 00:00:00.0000,  1.166778730085740E+08, -4.154734602155784E+08, -3.472518785149336E+07,  1.636567873614426E+01,  3.779990411889802E+00, -2.899717442627953E+00,
2458826.500000000, A.D. 2019-Dec-09 00:00:00.0000,  1.180911549078836E+08, -4.151443520877674E+08, -3.497551243257636E+07,  1.634914869720258E+01,  3.838239682422579E+00, -2.894827692479923E+00,
2458827.500000000, A.D. 2019-Dec-10 00:00:00.0000,  1.195030004925192E+08, -4.148102147567616E+08, -3.522541315307999E+07,  1.633243077871260E+01,  3.896407067402583E+00, -2.889905870321499E+00,
2458828.500000000, A.D. 2019-Dec-11 00:00:00.0000,  1.209133935471721E+08, -4.144710553195035E+08, -3.547488724591774E+07,  1.631552538548146E+01,  3.954492057198653E+00, -2.884952067254186E+00,
2458829.500000000, A.D. 2019-Dec-12 00:00:00.0000,  1.223223178915299E+08, -4.141268809168801E+08, -3.572393195187578E+07,  1.629843292280273E+01,  4.012494144201412E+00, -2.879966374404767E+00,
2458830.500000000, A.D. 2019-Dec-13 00:00:00.0000,  1.237297573803181E+08, -4.137776987335491E+08, -3.597254451961431E+07,  1.628115379644914E+01,  4.070412822815084E+00, -2.874948882924003E+00,
2458831.500000000, A.D. 2019-Dec-14 00:00:00.0000,  1.251356959033418E+08, -4.134235159977646E+08, -3.622072220567024E+07,  1.626368841266407E+01,  4.128247589449463E+00, -2.869899683985291E+00,
2458832.500000000, A.D. 2019-Dec-15 00:00:00.0000,  1.265401173855252E+08, -4.130643399812049E+08, -3.646846227445856E+07,  1.624603717815348E+01,  4.185997942511706E+00, -2.864818868783387E+00,
2458833.500000000, A.D. 2019-Dec-16 00:00:00.0000,  1.279430057869516E+08, -4.127001779988000E+08, -3.671576199827459E+07,  1.622820050007769E+01,  4.243663382398423E+00, -2.859706528533084E+00,
2458834.500000000, A.D. 2019-Dec-17 00:00:00.0000,  1.293443451029026E+08, -4.123310374085594E+08, -3.696261865729523E+07,  1.621017878604330E+01,  4.301243411487715E+00, -2.854562754467945E+00,
2458835.500000000, A.D. 2019-Dec-18 00:00:00.0000,  1.307441193638956E+08, -4.119569256114024E+08, -3.720902953958079E+07,  1.619197244409519E+01,  4.358737534130551E+00, -2.849387637839071E+00,
2458836.500000000, A.D. 2019-Dec-19 00:00:00.0000,  1.321423126357220E+08, -4.115778500509872E+08, -3.745499194107646E+07,  1.617358188270861E+01,  4.416145256643510E+00, -2.844181269913812E+00,
2458837.500000000, A.D. 2019-Dec-20 00:00:00.0000,  1.335389090194837E+08, -4.111938182135418E+08, -3.770050316561344E+07,  1.615500751078131E+01,  4.473466087300200E+00, -2.838943741974563E+00,
2458838.500000000, A.D. 2019-Dec-21 00:00:00.0000,  1.349338926516292E+08, -4.108048376276947E+08, -3.794556052491057E+07,  1.613624973762584E+01,  4.530699536323350E+00, -2.833675145317553E+00,
2458839.500000000, A.D. 2019-Dec-22 00:00:00.0000,  1.363272477039896E+08, -4.104109158643077E+08, -3.819016133857498E+07,  1.611730897296176E+01,  4.587845115876640E+00, -2.828375571251644E+00,
2458840.500000000, A.D. 2019-Dec-23 00:00:00.0000,  1.377189583838126E+08, -4.100120605363078E+08, -3.843430293410349E+07,  1.609818562690804E+01,  4.644902340056722E+00, -2.823045111097151E+00,
2458841.500000000, A.D. 2019-Dec-24 00:00:00.0000,  1.391090089337976E+08, -4.096082792985210E+08, -3.867798264688349E+07,  1.607888010997553E+01,  4.701870724885159E+00, -2.817683856184670E+00,
2458842.500000000, A.D. 2019-Dec-25 00:00:00.0000,  1.404973836321285E+08, -4.091995798475062E+08, -3.892119782019377E+07,  1.605939283305945E+01,  4.758749788300398E+00, -2.812291897853929E+00,
2458843.500000000, A.D. 2019-Dec-26 00:00:00.0000,  1.418840667925071E+08, -4.087859699213897E+08, -3.916394580520508E+07,  1.603972420743182E+01,  4.815539050149690E+00, -2.806869327452647E+00,
